Category,Review
0,"suffers from over-familiarity since hit-hungry british filmmakers have strip-mined the monty formula mercilessly since 1997 ."
0,"there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit ."
0,"the cumulative effect of the movie is repulsive and depressing ."
1,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by ."
0,"children and adults enamored of all things pokemon won't be disappointed ."
0,"i don't even care that there's no plot in this antonio banderas-lucy liu faceoff . it's still terrible !"
0,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers ."
1,"call me a wimp , but i cried , not once , but three times in this animated sweet film ."
0,"amazingly dopey ."
1,"the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter ."
0,"cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds ."
1,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience ."
0,"the good girl is a film in which the talent is undeniable but the results are underwhelming ."
0,"just a collection of this and that -- whatever fills time -- with no unified whole ."
1,"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care ."
0,"the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication ."
0,"mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious ."
1,"stay clear of reminding yourself that it's a " true story " and you're likely to have one helluva time at the movies ."
0,"do you say " hi " to your lover when you wake up in the morning ?"
1,"there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory ."
0,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks ."
1,"working from elliott's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he's favored for decades ."
1,"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue ."
0,"while easier to sit through than most of jaglom's self-conscious and gratingly irritating films , it's still tainted by cliches , painful improbability and murky points ."
0,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful ."
1,"the actors are fantastic . they are what makes it worth the trip to the theatre ."
0,"a generic international version of a typical american horror film ."
1,"ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum ."
1,"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible ."
0,"crikey indeed ."
1,". . . as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement ."
1,"a great comedy filmmaker knows great comedy needn't always make us laugh . tim story's not there yet - but 'barbershop' shows he's on his way ."
1,"the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon ."
0,"the sheer dumbness of the plot ( other than its one good idea ) and the movie's inescapable air of sleaziness get you down ."
1,"lends itself to the narcotizing bland ( sinister , though not nearly so sinister as the biennial disney girl movie ) machinations of the biennial disney boy movie ."
1,"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull ."
0,"yet another iteration of what's become one of the movies' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally " superior " friends , family . . ."
1,"an impressive if flawed effort that indicates real talent ."
0,"this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines ."
1,"two generations within one family test boundaries in this intelligent and restrained coming-of-age drama ."
0,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly ."
1,"disturbing and brilliant documentary ."
0,"none of this is very original , and it isn't particularly funny ."
1,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return ."
0,". . . a bland murder-on-campus yawner ."
1,"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken ."
1,"not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters ."
0,"these two are generating about as much chemistry as an iraqi factory poised to receive a un inspector ."
1,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant ."
1,"[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death ."
0,"a passable romantic comedy , in need of another couple of passes through the word processor ."
0,"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches isn't exactly endearing ."
1,"bourne , jason bourne . he can scale a building like a super hero , he can out-stealth any agent , he'll get the girl . he's super spy !"
0,"in the book-on-tape market , the film of " the kid stays in the picture " would be an abridged edition"
1,"what makes the movie a comedy is the way it avoids the more serious emotions involved ."
1,"an exhilarating experience ."
1,"the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor ."
0,"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service ."
1,"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor ."
0,"a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable ."
1,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane ."
1,"the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days ."
0,"the movie weighs no more than a glass of flat champagne ."
0,"brisk hack job ."
1,"although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude ."
1,"[ " take care of my cat " ] is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals ."
1,"as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing ."
0,"what little grace [rifkin's] tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics ."
1,"maguire is a surprisingly effective peter/spider-man ."
0,"tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel ."
1,"the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up ."
1,"like old myths and wonder tales spun afresh ."
0,"falsehoods pile up , undermining the movie's reality and stifling its creator's comic voice ."
0,"a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences ."
0,"one of the most incoherent features in recent memory ."
0,"eight legged freaks ? no big hairy deal ."
0,"the issues are presented in such a lousy way , complete with some of the year's ( unintentionally ) funniest moments , that it's impossible to care ."
1,"this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy ."
0,"laggard drama wending its way to an uninspired philosophical epiphany ."
1,"an irresistible combination of a rousing good story set on a truly grand scale ."
0,"none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him ."
1,"there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances ."
0,". . . bibbidy-bobbidi-bland ."
1,"few films this year have been as resolute in their emotional nakedness ."
0,"a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics aren't likely to enter the theater ."
1,"exquisitely acted and masterfully if preciously interwoven… [the film] addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce ."
0,"there's more repetition than creativity throughout the movie ."
1,"this is a very fine movie -- go see it ."
0,"hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are ."
1,"as shaky as the plot is , kaufman's script is still memorable for some great one-liners ."
0,"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks ."
1,"despite its flaws , secretary stays in your head and makes you question your own firmly held positions ."
1,"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind ."
0,"what we get . . . is caddyshack crossed with the loyal order of raccoons ."
1,"not everything works , but the average is higher than in mary and most other recent comedies ."
0,"the jokes are flat , and the action looks fake ."
0,"when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it ."
0,"there are now two signs that m . night shyamalan's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs ."
1,"the film's sharp , often mischievous sense of humor will catch some off guard . . ."
0,". . . a weak and ineffective ghost story without a conclusion or pay off ."
1,"a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino ."
0,"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo ."
0,"this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life ."
1,"this version's no classic like its predecessor , but its pleasures are still plentiful ."
1,"the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups ."
0,"soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable ."
1,"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right ."
0,"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another ."
1,"too sincere to exploit its subjects and too honest to manipulate its audience ."
0,"there is so much plodding sensitivity ."
1,"the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning ."
0,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial ."
1,"for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor ."
0,". . . too sappy for its own good ."
0,"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets ."
1,"this road movie gives you emotional whiplash , and you'll be glad you went along for the ride ."
0,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement ."
0,"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished ."
1,"a bowel-curdling , heart-stopping recipe for terror ."
0,"it all looks and plays like a $40 million version of a game you're more likely to enjoy on a computer ."
0,"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama ."
0,"feels shrill , simple and soapy ."
1,". . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters ."
0,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild ."
1,"' . . . both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '"
0,"brady achieves the remarkable feat of squandering a topnotch foursome of actors . . . by shoving them into every clichéd white-trash situation imaginable ."
1,"a pleasant romantic comedy ."
0,"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach ."
0,"no amount of blood and disintegrating vampire cadavers can obscure this movie's lack of ideas ."
1,"smith's point is simple and obvious -- people's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers ."
0,"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names ."
0,"below is well below expectations ."
0,"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot ."
1,"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride ."
1,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times ."
0,"there may have been a good film in " trouble every day , " but it is not what is on the screen ."
1,"in his debut as a film director , denzel washington delivers a lean and engaging work ."
0,"viewed as a comedy , a romance , a fairy tale , or a drama , there's nothing remotely triumphant about this motion picture ."
1,"only two words will tell you what you know when deciding to see it : anthony . hopkins ."
1,"the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow ."
0,"the master of disguise is funny--not " ha ha " funny , " dead circus performer " funny . and for all the wrong reasons besides ."
0,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor ."
1,"it's both a necessary political work and a fascinating documentary . . ."
0,"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter ."
0,"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd ."
0,"it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film ."
1,"it's not life-affirming — its vulgar and mean , but i liked it ."
0,"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life ."
1,"several degrees shy of the gross-out contests one expects from current teen fare ."
0,"so mind-numbingly awful that you hope britney won't do it one more time , as far as movies are concerned ."
1,"the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth ."
0,"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned ."
1,"led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material ."
0,"if welles was unhappy at the prospect of the human race splitting in two , he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way ."
1,"tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth ."
0,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ."
0,"might best be enjoyed as a daytime soaper ."
1,"windtalkers celebrates the human spirit and packs an emotional wallop ."
0,"boy oh boy , it's a howler ."
1,"having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version ."
0,". . . contains very few laughs and even less surprises ."
1,"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way ."
0,"the actors must indeed be good to recite some of this laughable dialogue with a straight face ."
1,"this is pretty dicey material . but some unexpected zigs and zags help ."
0,"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave ."
1,"the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers ."
0,"there's nothing remotely topical or sexy here ."
0,"the tuxedo wasn't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad' ."
1,"you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club ."
0,"blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be ."
0,"the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once ."
0,"while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house ."
0,"so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic ."
1,"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance ."
0,"reeks of rot and hack work from start to finish ."
1,"" antwone fisher " is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking ."
0,"woody allen has really found his groove these days . the problem is that it is one that allows him to churn out one mediocre movie after another ."
1,"although the editing might have been tighter , hush ! sympathetically captures the often futile lifestyle of young people in modern japan ."
0,"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack ."
1,"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form ."
0,"ultimately , in the history of the academy , people may be wondering what all that jazz was about " chicago " in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a"
0,"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole ."
0,"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart ."
1,"time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets"
1,"haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed ."
1,"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not ."
1,"while the glass slipper doesn't quite fit , pumpkin is definitely a unique modern fairytale ."
0,"[sam's] self-flagellation is more depressing than entertaining ."
1,"the drama is played out with such aching beauty and truth that it brings tears to your eyes ."
0,"simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn ."
1,"an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays ."
1,"this version incarnates the prophetic book in a way even its exacting author might admire ."
0,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ."
1,". . . ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters' crises with seriousness and compassion ."
0,"the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line ."
0,"everything's serious , poetic , earnest and -- sadly -- dull ."
0,"i like it . no , i hate it . no , i love it . . . hell , i dunno ."
0,"this mess of a movie is nothing short of a travesty of a transvestite comedy ."
1,"a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive ."
0,"a fifty car pileup of cliches ."
1,"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone ."
0,"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise ."
1,"very solid , very watchable first feature for director peter sheridan"
0,"what ultimately makes windtalkers a disappointment is the superficial way it deals with its story ."
1,"a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives ."
1,"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks ."
0,"it's not hateful . it's simply stupid , irrelevant and deeply , truly , bottomlessly cynical ."
1,"a pleasant enough comedy that should have found a summer place ."
0,"possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another ."
1,"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit ."
1,"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes ."
0,"a rather tired exercise in nostalgia ."
1,"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder ."
0,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten ."
0,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments ."
0,"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who aren't looking for them ."
1,"this is as powerful a set of evidence as you'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives ."
0,"a markedly inactive film , city is conversational bordering on confessional ."
1,"skip work to see it at the first opportunity ."
0,"while kids will probably eat the whole thing up , most adults will be way ahead of the plot ."
1,"bow's best moments are when he's getting busy on the basketball court because that's when he really scores ."
0,"its one-sidedness . . . flirts with propaganda ."
1,"offers enough playful fun to entertain the preschool set while embracing a wholesome attitude ."
1,"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough ."
0,"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they'd earn . they were right ."
0,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction ."
0,"offers no new insight on the matter , nor do its characters exactly spring to life ."
1,"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance ."
1,"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it ."
0,"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it ."
1,"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient"
0,"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience ."
1,"director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question ."
0,"stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind ."
1,"what " empire " lacks in depth it makes up for with its heart ."
0,"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally ."
1,"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment . still , i'm not quite sure what the point is…"
0,"it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch ."
1,"( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . ."
0,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless ."
1,"ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier ."
0,"the overall feel is not unlike watching a glorified episode of " 7th heaven . ""
1,"the film's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen ."
0,"just a kiss is a just a waste ."
1,"don't expect any surprises in this checklist of teamwork cliches . . ."
1,"as adapted by kevin molony from simon leys' novel " the death of napoleon " and directed by alan taylor , napoleon's journey is interesting but his parisian rebirth is stillborn"
0,"frankly , it's kind of insulting , both to men and women . and it's not that funny -- which is just generally insulting ."
1,"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further ."
0,"as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition ."
1,"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics ."
0,"this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie ."
0,"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo . e aqueles que decidiram assistir a este filme também ."
1,"not so much a movie as a picture book for the big screen . this isn't my favorite in the series , still i enjoyed it enough to recommend ."
1,"it's one of the most honest films ever made about hollywood ."
1,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come ."
0,"one of those films that started with a great premise and then just fell apart ."
1,"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt ."
0,". . . a pretentious mess . . ."
1,"light , silly , photographed with colour and depth , and rather a good time ."
0,"no better or worse than 'truth or consequences , n . m . ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater ."
1,"troubling and powerful ."
1,"good movie . good actress . but if you expect light romantic comedy , good gosh , will you be shocked ."
0,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless ."
0,"talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture ."
0,"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention ."
1,"a very funny look at how another culture handles the process of courting and marriage ."
0,"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then ."
0,"the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . '"
1,"the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie's release ."
0,"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original . if i want music , i'll buy the soundtrack . if i want a real movie , i'll buy the criterion dvd ."
1,"anchored by a terrific performance by abbass , satin rouge shows that the idea of women's self-actualization knows few continental divides ."
0,"has all the right elements but completely fails to gel together ."
0,"writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . '"
1,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters ."
0,"seagal ran out of movies years ago , and this is just the proof ."
0,"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it ."
1,"goyer's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast ."
0,"an awkwardly garish showcase that diverges from anything remotely probing or penetrating ."
0,"the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set ."
1,"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily ."
0,"children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it ."
1,"while undercover brother is definitely one for the masses , it's also full of sharp , smart satire ."
0,". . . the kind of movie you see because the theater has air conditioning ."
1,"no wonder they're talking about " talk to her . " it's astonishing ."
0,"hip-hop prison thriller of stupefying absurdity ."
1,"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded ."
0,"an uneven mix of dark satire and childhood awakening ."
1,"look , this is a terrific flick replete with dazzling camera-work , dancing and music ."
0,"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'"
0,"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie ."
0,"the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable ."
1,"tailored to entertain !"
0,"like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz ."
1,"a compelling , moving film that respects its audience and its source material ."
0,"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short ."
1,"has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill ."
0,"the emperor's club is one of those films that possesses all the good intentions in the world , but . . ."
0,"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '"
1,"for the first time in several years , mr . allen has surpassed himself with the magic he's spun with the hollywood empress of ms . leoni's ellie ."
0,"glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel ."
1,"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you're getting its metaphysical point ."
0,"eisenstein lacks considerable brio for a film about one of cinema's directorial giants ."
1,"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat ."
0,"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours ."
0,"serving sara is little more than a mall movie designed to kill time ."
1,"makes s&m seem very romantic , and maggie gyllenhaal is a delight ."
0,"a well-made but emotionally scattered film whose hero gives his heart only to the dog ."
1,"a deliciously mordant , bitter black comedy ."
0,"the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter ."
1,"it is risky , intelligent , romantic and rapturous from start to finish ."
1,"the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did ."
1,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm ."
0,"a really good premise is frittered away in middle-of-the-road blandness ."
1,". . . spiced with humor ( 'i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around )"
0,"lawrence should stick to his day job . he's a better actor than a standup comedian ."
0,"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie"
1,"a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world ."
0,"a well made indieflick in need of some trims and a more chemistry between its stars ."
0,"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies !"
1,"reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes ."
0,"too bad maggio couldn't come up with a better script ."
0,"much of the cast is stiff or just plain bad ."
1,"it's hard not to be seduced by [witherspoon's] charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max ."
1,"a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow ."
0,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience ."
1,"a refreshingly authentic coming-of-age tale ."
0,"witless , pointless , tasteless and idiotic ."
1,"if you're not into the pokemon franchise , this fourth animated movie in four years won't convert you -- or even keep your eyes open . but fans should have fun meeting a brand-new pokemon called celebi ."
0,"not really a thriller so much as a movie for teens to laugh , groan and hiss at ."
0,"as plain and pedestrian as catsup--"
1,"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment ."
